,band_gap,min_p_mass,ave_p_mass,p_mass_xx,p_mass_yy,p_mass_zz,p_mass_xy,p_mass_yz,p_mass_zx,min_n_mass,ave_n_mass,n_mass_xx,n_mass_yy,n_mass_zz,n_mass_xy,n_mass_yz,n_mass_zx
LiAg3O2,1.7200999999999995,0.3074657801669089,1.295311609861342,0.7976386565760487,2.780828949516587,0.3074672234913897,-0.0010182210923674064,0.0006775019425106101,0.0007849034108614446,1.0939167598576667,1.198371123797027,1.0939263031960154,1.2429191341583592,1.2582679340367067,-0.0005905704954411176,0.0005123102183336594,-0.0010900311623703687
LiAgO,2.602,1.6469007365545494,2.255421582491678,1.6484929632037968,1.6484929632037972,3.46927882106744,-0.0015913937236211786,-0.000871178916061598,-0.0008711789160611579,0.5204587877261259,1.0117657761545455,0.5210603328805682,0.5210603328805681,1.9931766627025005,0.0006015451544422818,-0.001207191856344225,-0.0012071918563442419
LiAgO2,1.9125,1.2390321551493275,1.7863291727652364,2.608930674330369,1.4692985355027959,1.2807583084625447,-3.0670340929785607e-19,-1.6543544954755533e-19,0.23908282170598838,0.42701213537634314,0.6397078430394237,0.7855258147531012,0.6949244534652896,0.4386732608998804,3.6306988513842604e-19,1.921685698005529e-18,0.06465812413856109
LiAlO2,8.334,2.6194419215193934,3.007109032090265,2.6194419215193947,2.6194419215193947,3.7824432532320067,-5.483449385580147e-19,5.128418124661608e-20,-2.6429858118971956e-20,0.405902433422109,0.46845055321945694,0.4997246131181309,0.499724613118131,0.405902433422109,-1.2739186674042134e-20,0.0,0.0
LiAsO3,6.5607,3.7312771702296197,4.925868170635728,5.523163676693196,5.52316366498437,3.7312771702296197,6.478144551235822e-17,3.878174190750104e-09,-3.048179824260305e-17,0.46804914329323466,0.5577806927249235,0.46804914428547534,0.4680491432932347,0.7372437905960605,-1.2726194162607303e-17,3.2864781925045836e-10,-3.445741748764669e-17
LiAuO2,3.1293,5.251857459975716,5.674162289930038,5.252351485402114,5.252351485402112,6.517783898985886,0.0004940254263990305,0.0006276687593964152,0.0006276687593963482,0.6091467753006046,1.2433037648846557,1.5603822404570544,1.5603822404570544,0.6091468137398581,-0.0004577435315596875,-0.0001351798542129888,-0.000135179854212986
LiBO2,9.4948,2.091903754922389,4.466179716523194,2.5411434802562782,2.091903754922389,8.765491914390914,7.806435025766017e-18,-4.792757028658179e-18,-1.4546423426782835,0.4153283126316443,0.7407519433970396,1.0636803504968049,0.6844935114250741,0.47408196826924026,1.4968385995119187e-21,2.74654503332166e-22,0.19517441524099208
LiCdBO3,5.0889999999999995,1.893589549734125,2.083111354941069,1.8935895517722696,1.8935895497341253,2.4621549633168125,-1.1541726618295862e-16,-3.4673776024116485e-19,1.0861896212081256e-18,0.37153094274241655,0.47549204368182457,0.5274725944353982,0.5274725938676589,0.37153094274241655,3.54781580925561e-18,-1.846697737263974e-19,2.1701327889346484e-21
LiCuO,2.6910000000000003,2.3630459352253235,2.525216443254736,2.363514624887074,2.363514624887074,2.848620079990059,-0.0004245917849958524,-0.0032720627126524024,-0.0032720627126523504,0.5131504304173363,0.6093861398657119,0.6574952828746738,0.6574952828746741,0.5131678538477877,-0.0005523183798588988,-0.0011192317045508877,-0.0011192317045508765
LiCuO2,1.8389999999999995,1.2673173052240223,3.912150952677657,1.2750302882449631,2.2922477764796025,8.169174793308406,-9.475306076563983e-17,1.2765957975975144e-16,-0.2307247486043636,0.5706523151450096,2.8951373606673774,7.41641940105378,0.5706523151450096,0.6983403658033431,-6.001239501476451e-17,2.4389192268828593e-17,0.3594812329157334
LiGaO2,6.2862,0.8770559198431238,2.8028168638165507,3.965616163174978,3.565778508431552,0.8770559198431237,7.741461929373841e-18,-2.616439743355154e-18,-4.0077527729309224e-19,0.33204340218430495,0.3733974478580903,0.33204340218430495,0.366106565930761,0.4220423754592048,2.9396746834768736e-39,1.0148773541715665e-17,1.2224800182920713e-22
LiGeBO4,7.9647,3.7519131309605442,5.328347028260457,3.756287198626163,3.7528802581913885,8.47587362796382,-0.0020547101394761545,0.00041717063148474884,-0.007309234729567722,0.5388903595090692,0.5928159681758323,0.6206305164472478,0.6188578577198752,0.5389595303603739,0.0004559639868284441,0.0022736992290634007,0.0006210088464963555
LiIn(WO4)2,4.779,1.2230883459272308,3.158552457778541,4.427403471793294,3.7996339344823706,1.2486199670599587,-7.214968785211777e-17,5.3780998438459046e-17,-0.28602685150782936,1.6364270324578412,4.616613076902349,3.6471266503578565,1.943863906557071,8.258848673792118,-3.7694232804809066e-17,6.368998387102013e-18,-3.6490684652118577
LiInGeO4,4.8552,0.8935817710615481,16.546534839652907,42.61509025204144,0.8935817710615481,6.130932495855735,-7.045575448372931e-18,-3.394446543985576e-20,2.6618829483156515e-18,0.30260250049797843,0.370573938465268,0.43760882490829894,0.30260250049797843,0.37151048998952646,0.0,0.0,0.0
LiInO2,3.8926999999999996,1.1337014637275458,3.091723719293577,1.1337628413760945,1.1337628413760952,7.007645475128541,-6.137701074191913e-05,4.3280723248279685e-05,4.32807232482352e-05,0.28901269220776005,0.29826338994149343,0.2900895560256091,0.2900895560256091,0.314611057773262,0.0010768638178491007,0.00014181994218612998,0.0001418199421860958
LiInSiO4,6.1168,1.5171291511054,7.321175827455087,12.509179719940045,1.5171291511054001,7.937218611319816,-4.266867904491895e-18,-3.3488065926073257e-19,1.282043457651446e-19,0.32166184532217285,0.44599036055440483,0.4910695703950188,0.32166184532217285,0.5252396659460227,0.0,0.0,0.0
LiLa4AuO8,3.6911000000000005,3.539314565247164,6.861921166469606,4.377148214208444,12.66930071995321,3.539314565247164,-6.820229802486127e-17,3.213851952595554e-19,1.0356600323834222e-18,0.8126984874180186,205.86734615620037,0.8126984874180186,615.9709118164247,0.8184281647582687,-1.1008672825011367e-15,1.7968455099461058e-16,-5.53521411991154e-18
LiMgVO4,5.7452000000000005,0.800539005400075,2.7586820639330067,0.800539005400075,3.588854665503772,3.8866525208951734,-8.113262282284597e-17,2.4456329450495793e-20,-1.8208524411429565e-20,2.8132882015868854,5.666707637457146,2.8132882015868854,6.716594712221939,7.470239998562613,-7.696842247660539e-17,3.585549647399823e-21,-1.7371174636358449e-19
LiNbO2,2.268,0.5402850217593212,0.8906413535356067,0.5402850217593212,0.5402850227120265,1.5913540161354724,1.6172791496188324e-17,-1.845434557657149e-25,-5.5240895205709826e-42,2.1549655322842116,3.1439982534790034,2.1549655322842116,2.1549655360841453,5.122063692068655,6.43022445978227e-18,-2.050169902265297e-18,-2.6118145582682005e-18
LiNbO3,4.8370999999999995,1.9730261774087043,3.077853453572549,1.9730261774087043,1.9730261856649476,5.287507997643996,7.962265326150409e-18,2.898425507824035e-16,1.243184811165619e-16,0.9892788266697263,1.3822853869535952,1.5787886637922632,1.5787886703987961,0.9892788266697263,1.0099466026507436e-17,8.168559289152708e-18,-2.9594980195296166e-18
LiSb3O8,3.279,1.4485755305231596,1.6169206909812266,1.5292705566301972,1.5641991860454674,1.757292330268015,-3.984473139419892e-18,-2.853457648095969e-18,-0.15783507282949563,0.3264637093672268,0.3947004378906905,0.3343070508070914,0.4177242035606948,0.4320700593042854,-8.949203863417296e-18,-2.2913532946975477e-18,0.028780317245891793
LiSbO3,4.901199999999999,1.2333659020433791,3.888209152090407,6.995648570071107,3.4356129841567347,1.233365902043379,2.987276060603771e-17,-5.267448148840542e-17,-2.204292575463692e-17,0.41174914004961893,0.5134667243785569,0.41174914004961893,0.5817840434525668,0.5468669896334849,-8.773051850108723e-18,1.8897725216041308e-18,-2.2766888323979376e-18
LiSc(WO4)2,4.9455,2.1121484060964595,4.163355387140471,5.581516462973503,4.794816826776969,2.113732871670943,7.323022012189605e-17,3.458254857046156e-17,-0.07414239172923157,2.028215977539222,3.725064904693251,5.45309295981879,3.3524637063654357,2.369638047895528,-9.265410105290833e-17,-1.930726793642446e-17,-1.0813549787213947
LiScO2,6.1031,1.5285367225609716,1.7756312883365981,1.5298426902149336,1.5298426902149336,2.2672084845799274,0.0013059676539609996,-0.00013183941019751966,-0.00013183941019748727,0.49259662176872077,1.0575717434415501,0.4944233443896961,0.4944233443896961,2.1838685415452583,-0.0018256099524809437,0.0009700064381892418,0.0009700064381892205
LiScSiO4,7.6304,1.2450011152273337,10.320183435075927,15.081326502713905,1.245001115227334,14.634222687286547,7.005472907820769e-18,9.422213645388703e-20,2.249715508503389e-18,1.5337831522361012,2.913708432586748,3.2691626180180196,1.5337831522361,3.938179527506124,4.255341853333653e-19,1.387035540453678e-20,5.6540435643674225e-21
LiTa3O8,4.981,1.0768703603034817,3.402862363176681,1.1147270224496955,6.1510947981162705,2.9427652689640773,-2.80515231490224e-17,-9.125084050243734e-18,0.26577538102221665,0.8174945418224323,1.2710951017786594,0.8382017577478361,1.4138905274824014,1.5611930201057407,-3.17629996235836e-17,-5.425781712121833e-17,-0.12409643416797565
LiTaO3,5.386699999999999,3.070961798102639,3.080387740795768,3.085100711549418,3.0851007127352466,3.0709617981026396,7.757925430147367e-18,2.239689789533944e-09,-2.1165890722073067e-17,0.7379006999934232,1.2358122094258002,1.4847679638566362,1.4847679644273415,0.7379006999934231,1.2311823846718266e-17,1.0778966875701105e-09,1.1276312287472338e-17
LiY(WO4)2,5.3487,2.1677973972537625,4.178806118285662,4.712280627261902,2.1677973972537625,5.6563403303413216,2.125580872947864e-19,-7.189871716048918e-19,2.3584023223198733,3.426866104943184,5.852244874878054,4.865759662529819,3.426866104943184,9.26410885716116,-4.658428716637155e-18,4.628678501897399e-18,-2.1128564620619392
LiYO2,6.7552,1.1100370126378207,5.848857886725362,11.44412333878942,1.1412197665328268,4.961230554853839,1.8120535560905743e-17,-1.21620865135451e-17,-6.308610506599524,0.4039681814885451,0.4790643107176235,0.4488453225580134,0.5011954874661367,0.4871521221287202,-3.2522860892997014e-20,-2.5931103834924336e-19,0.06109875153244469
LiYSiO4,8.369,1.2148321050928386,3.2769994699964933,1.9137263627745735,5.165419966879,2.751852080335907,3.850414295486352e-18,4.081718610450517e-18,1.0364431651757382,0.5037937873168365,0.5776482021925702,0.5559530935394504,0.5464498777954753,0.6305416352427848,-2.6334293009045133e-20,4.1848584941943403e-20,-0.08130854698632145
Mg(CuO2)2,1.2849,2.1152585006559876,6.249470129326203,2.1152585006559876,11.806482491687538,4.826669395635083,1.928029002116179e-18,1.3948780426178515e-17,-1.168204068808437e-18,0.5049667535192621,5.155952582513238,13.604095403125383,1.358795590895068,0.5049667535192622,-1.2716212442665093e-17,-1.77552987790397e-18,-2.3485704868510967e-17
Mg(GaO2)2,5.3063,0.745316254817201,4.415202025340413,0.7453168796646351,9.550631776759042,2.9496574195975622,0.0023423186362994666,-0.0038985347877139613,6.129960764735548e-05,0.25629583109701054,0.2825678228711986,0.25670097816265025,0.30132037810299395,0.28968211234795155,-0.0018249971327996182,-0.0016704693438489718,-0.003254358155198125
Mg(SbO2)2,3.7887999999999997,1.4922998806885321,1.6422755047199384,1.4922998806885321,1.4922998806885326,1.9422267527827506,1.6883378264186087e-19,-5.919318616118714e-19,-2.1994679156139066e-19,0.29991612078094904,1.6547644822123548,2.332188662928058,2.3321886629280577,0.299916120780949,-1.4884232897482621e-19,-6.246886525145242e-20,5.2091471258603133e-20
Mg(SbO3)2,3.5694,1.4705430454996073,1.5174941151054024,1.4705430454996078,1.4705430454996071,1.6113962543169928,-4.483391537748624e-18,-2.3251544001452485e-21,1.122583831840377e-18,0.33821132985187147,0.35925245832541947,0.33821132985187147,0.3382113298518717,0.40133471527251524,-7.29956371039027e-21,3.930064173700306e-44,-1.820920103345891e-24
Mg2GeO4,6.4839,1.0945545665283845,3.0157321295942303,1.0945545665283845,3.652131590353595,4.30051023190071,1.8192567737429487e-18,-6.552885765879688e-19,3.329965256650354e-20,0.34922256751395714,0.4258751593353131,0.5490206397286905,0.34922256751395714,0.37938227076329156,0.0,0.0,0.0
Mg2PtO4,3.3438000000000003,1.2068700066208087,1.8715252113717868,1.20687802090732,2.941399461197324,1.4662981520107161,0.001413489419768268,-0.0030876506051230653,-0.0013367823619463716,0.7437790004317114,0.7532764385709316,0.7699392115754738,0.743790725600381,0.7460993785369401,3.1582642481746716e-05,0.00016467846238849576,0.0008855229030040161
Mg2SiO4,8.375399999999999,1.4282496736114572,2.8155457755629123,1.4282496736114572,1.8849324624536337,5.133455190623645,-6.407718344195245e-19,-1.2934283805873309e-20,4.2582935660069955e-21,0.3399065585075305,0.4431007805721458,0.55815140000439,0.3399065585075305,0.43124438320451686,0.0,0.0,0.0
Mg2SnO4,5.5026,1.1012438821031694,13.56949346099721,1.10124434522199,22.660331456480314,16.946904581289328,0.002103885787346668,-0.01320876879138872,-0.0020224570410893807,0.3038725029022046,0.3223549223760322,0.3505134956306511,0.30405307568690376,0.3124981958105418,-0.0002552289098074329,-0.001246638141256894,0.002703570386957484
Mg2TiO4,5.5122,4.718206818172907,4.798789744741387,4.839081208025627,4.839081208025627,4.718206818172907,-4.388652980808328e-18,9.683680977037473e-19,3.445457435715348e-19,2.194603642728218,6.656190788091158,8.886984360772628,8.886984360772628,2.1946036427282176,-7.755679536337617e-18,-2.2037329923896274e-19,2.3004709210044492e-20
Mg3(AsO4)2,7.6387,3.3498450513366205,18.951922399971156,3.3741771892293415,34.57884175892386,18.902748251760276,1.8073737536143295e-17,5.699008117829665e-17,-0.6151710211842203,0.42816364800211815,0.5185873234560131,0.4432099485835665,0.6841058799037745,0.4284461418806981,-4.017710349503954e-18,-3.917561383722339e-18,-0.0020616711206041293
Mg3(BO3)2,9.0291,2.3181831252992624,6.794847638895253,2.3181831252992624,10.03619688611579,8.030162905270709,-6.290527684003587e-19,1.3463441845123363e-18,-8.13989356422251e-18,0.3986989841531876,0.5409975202245031,0.5196736788291019,0.39869898415318766,0.7046198976912197,8.325618392596555e-19,-1.9069936671045385e-22,-1.5373043489515147e-17
Mg3V2O8,5.5081999999999995,2.265170742153734,3.6115787889688513,3.2961360406181175,5.273429584134703,2.2651707421537335,-1.6045674130220636e-17,-2.808806164584832e-19,6.360777830876596e-19,3.9708097953931514,8.807912770845611,5.526371208533146,16.926557308610537,3.9708097953931514,1.4221251789295387e-16,1.9219886467043047e-18,-2.3989931438092045e-19
Mg4Nb2O9,5.6932,1.9217448277838616,4.183738253336148,1.9217448277838616,1.9217448327509261,8.707725099473654,-1.329281048923315e-17,-9.261286557214197e-18,7.59686244690803e-18,0.9709979006069929,1.516816019536112,1.7897250766877526,1.7897250813135903,0.9709979006069929,-2.098791206424358e-17,8.492046363073084e-18,6.55397749334658e-19
Mg4Ta2O9,6.717499999999999,2.238964860113531,3.447600966805228,2.238964860113531,2.23896486118853,5.864873179113624,8.196860153666792e-17,-4.70553255265698e-18,-1.9659089071681132e-17,0.7898473934468045,1.32027767826683,1.585492820296219,1.5854928210574664,0.7898473934468045,-5.1398995022218446e-18,-2.645542616413767e-17,-1.6460039414808073e-18
MgAl2O4,8.5952,3.0336368135820013,3.0336368135820013,3.0336368135820013,3.0336368135820013,3.0336368135820013,-7.06411322661681e-18,6.872268670845823e-17,4.9866256682499937e-17,0.3657788318104167,0.3657788318104167,0.3657788318104167,0.3657788318104167,0.3657788318104167,7.38050533893413e-18,5.4152453189346735e-18,4.383589311834986e-18
MgAlBO4,9.8764,2.083480583610182,3.1858349160588344,5.125750813581341,2.0834805836101826,2.3482733509849805,-4.7251660365708225e-18,1.2586558825452507e-20,-1.2582605045005537e-19,0.3732330286505317,0.4930983866529594,0.5939944352208123,0.3732330286505317,0.5120676960875342,-2.9357830751124244e-21,0.0,0.0
MgGeO3,5.3508,0.9504418860033725,4.173595044259926,2.1115879239483357,5.295217980143644,5.113979228687799,-2.4170664524534536e-16,-2.6144873843652854e-16,2.1987439344530153,0.3494380982027736,0.365392233517118,0.34979076860986613,0.3770918396471073,0.36929409229438065,-5.422084173963723e-17,-1.6895992390869452e-17,0.00264624668530996
MgO,7.8977,2.097823279476967,2.097823279476968,2.097823279476968,2.0978232794769682,2.0978232794769673,2.8585534821624235e-17,-4.388437660586786e-16,-2.7613195399891234e-16,0.3561400285729873,0.35614002857298743,0.35614002857298743,0.3561400285729874,0.35614002857298743,-6.793071150001937e-17,-6.369450842017774e-17,-7.25078953419665e-17
MgSn(BO3)2,6.9908,2.5146424299064236,4.928580666329645,2.514642434900386,2.5146424299064236,9.756457134182126,1.1235471644167728e-16,-1.6876793170242467e-09,-3.5910934789509014e-16,0.5665195350167704,0.8220413009089369,0.5665195361418514,0.5665195350167702,1.3330848315681891,3.3229202047392203e-17,-3.802144532928187e-10,2.9531518476223124e-17
MgTa2O6,4.5381,1.6750929323420147,1.758672918841646,1.675092932342015,1.675092932342015,1.9258328918409071,3.3792517734483113e-18,-2.559034356122355e-19,7.355954651621631e-19,0.9969228024829244,2.275851226769257,2.9153154389124234,2.9153154389124234,0.9969228024829244,-2.343217078098194e-18,3.164994711752701e-19,1.397122812383986e-19
MgTi2O5,4.1609,0.5203959963480825,2.7851464386198006,4.3445654959501105,3.4904778235612084,0.5203959963480825,-1.2538781123286656e-16,-7.146435121411195e-20,2.0222536993544828e-19,0.9194775392887957,7.358086434568108,0.9194775392887957,19.262492852611633,1.8922889118038955,3.6670985675281576e-17,-8.424675317231583e-22,-5.195651336834879e-22
MgTiO3,5.1997,3.4430723716006724,3.9674603945233535,3.443072384691869,3.443072371600673,5.016236427277518,3.0706067199965984e-17,-3.482318405203086e-17,-1.549000083694922e-17,3.6924898729018887,6.147967155360033,3.692489886941415,3.6924898729018896,11.058921706236797,4.217667359020827e-17,1.148482044578745e-16,9.94872477553539e-17
MgV2O6,3.7896,1.0379221677488488,2.3993730894120855,1.1686340005694726,3.328268791764677,2.7012164759021067,-4.449933610875083e-18,-8.187122833788077e-17,-0.4662748626495146,0.7438595279187522,4.270273645148747,3.777439480908851,0.7438595279187522,8.289521926618637,2.7580450399158586e-18,-2.1075998666449207e-17,-3.0248136385530975
MgWO4,5.1309,1.8621898947407218,3.206293546931453,3.0213941099794512,4.732610574749943,1.8648759560649637,1.6606191056961356e-18,4.807204976880154e-18,-0.055800480369355594,1.789641803237555,3.2526842498210016,5.217183374306093,1.789641803237555,2.7512275719193555,9.477637711449401e-19,2.272871426698483e-19,1.105488766769744
MgZn2(AsO4)2,6.1328,2.036798298188116,5.064189996464147,4.683445809715663,2.036798298188116,8.47232588148866,1.3249534347486535e-17,7.084577819068987e-18,2.348349904652188,0.3721681987257413,0.4570850319793896,0.39008857082172493,0.6082616767268183,0.3729048483896256,-9.164289098384036e-18,5.2307631848732735e-18,0.003633323008099699
MoPbO4,3.37,0.842310518694274,1.3733947626697274,0.8440454661279544,0.8424461922537818,2.4336926296274455,-0.0004827990424318929,0.0013545086276526685,0.0003423609444615342,0.7325497414280312,8.167001113563467,0.732955089795014,0.7326256260397948,23.035422624855592,-0.00017520980397544753,0.0033073436958871764,-0.0034079699807237143
Na14Cd2O9,3.9568,17.535468001761547,18.903368585581493,17.535468008691364,17.535468001761544,21.639169746291568,2.4088608282019644e-16,7.829528580298788e-17,-4.1254064130970625e-16,0.3627172833710696,0.42990484169124094,0.3627172835144116,0.36271728337106984,0.5642799581882414,-2.7122048233636533e-17,3.733724947941289e-17,5.107298835873767e-18
Na2BeB2O5,9.0375,3.6143958663188513,10.394763449840175,6.525383087549624,9.111378868390531,15.547528393580368,-1.277542579760844e-16,2.9612793278640706e-16,-5.89382696523333,0.4884751590254993,0.6290782016761366,0.532357896846256,0.7081623078693672,0.6467144003127867,-3.6282417560814036e-17,1.2986408344607344e-17,-0.0833304934484699
Na2BiO3,2.7013000000000003,6.973196651262232,8.625527510747228,10.819807453623971,6.973196651262232,8.083578427355482,2.7614222056139166e-16,-1.1757629486145677e-17,-0.06903725081473878,1.0939038421734497,4.1438442291429025,5.751535510225969,4.9221702713004705,1.7578269059022675,3.343121516542058e-16,1.0306908515888829e-16,1.7584962572532796
Na2GeO3,6.6384,2.651442175604394,3.9967756108870387,2.651442175604394,6.164046664380774,3.1748379926759482,-3.771594272924585e-17,9.944449786411663e-21,1.2912308214247759e-17,0.4072713051620662,0.4357024252164183,0.45482661239986794,0.4072713051620665,0.4450093580873203,-3.029261505753323e-17,1.272422772449767e-17,8.869331835752947e-18
Na2HgO2,3.7485,2.52921147131746,2.71024398846019,2.5299123184359376,2.5299123184359376,3.070907328508694,0.0007008471184778185,0.0006475662614637133,0.0006475662614636816,0.4273958873253946,4.6063011562130995,0.4277339947487523,0.42773399474875223,12.963435479141793,-0.0003379360180982036,-0.0010365189638718536,-0.001036518963872025
Na2MgGeO4,6.9296,4.0486746983186706,8.590325813649757,4.5375943099759715,13.221080140682941,8.01230299029036,4.847916391368602e-18,4.376710689789556e-18,1.3920831890604424,0.3410483922289452,0.3826370355110907,0.44340761542975654,0.3410483922289452,0.36345509887457045,-2.760705680892265e-20,-6.564378565128945e-19,0.00213385571186231
Na2MgSiO4,7.8647,3.1835349470720367,8.214114338599385,6.037370247482973,11.622928868821726,6.982043899493454,2.1403198813974928e-17,4.663338726711474e-18,3.292463961434841,0.3721546935170226,0.4168853306817291,0.48487864677870474,0.3721546935170225,0.39362265174946015,2.321177321045575e-17,4.199645887525778e-18,-0.0014724735571721914
Na2MoO4,7.1524,4.922232178261399,4.9222321782614,4.9222321782614,4.922232178261399,4.9222321782614,-1.737250849732235e-16,-1.5497522882077947e-18,4.475696488252345e-18,6.140704278303949,6.140704278303949,6.140704278303949,6.140704278303949,6.140704278303949,-1.8788217191156685e-16,3.8149105923376705e-17,8.512080155855521e-17
Na2PbO3,3.1473999999999998,3.142795576706971,6.773788002823863,4.401780907991512,3.142795576706971,12.776787523773104,-1.0824268194995976e-17,8.401619566330434e-17,0.9434401960778714,0.3250995454515408,0.3712452064059313,0.32564509197369945,0.3256358994426532,0.46245462780144125,-4.466886985683734e-17,2.5538433820361903e-17,-0.008656418859828695
Na2PtO2,3.6059999999999994,1.0458146961008303,8.27913279363324,1.0458161393102967,10.577404039627986,13.214178201961438,0.0003230373289000817,-0.010879817354192358,0.0041743478779831325,0.39099927369396326,2.664553863111383,2.3624733379428995,0.39100117366954884,5.240187077721701,0.0016204370384823295,-0.0016571497008511086,0.00312988209144552
Na2PtO3,3.481,1.3600501567661925,2.3209430364501507,2.9885207315591606,1.360050156766192,2.6142582210250995,1.4969636686355236e-16,4.477592097675378e-18,-1.6642947311653903e-17,1.4389217330050654,1.7963563152135753,2.325800448801724,1.6243467638339366,1.4389217330050654,2.1115877754550713e-16,5.69093058085753e-17,8.624268779749198e-17
Na2ReO3,3.7100999999999997,2.4632356372545963,3.8896794148343936,2.4632356372545963,2.4632356406895854,6.742566966559,5.5151981222557946e-17,-2.2573315126660713e-20,3.07130954757964e-20,0.2575527401703736,146.78889587069128,220.05456728251852,220.054567589385,0.2575527401703736,4.191448338556701e-15,6.33951553750804e-19,2.757363444808952e-20
Na2SiO3,8.1397,3.031783166184794,3.406707831791106,3.8332742362033705,3.3550660929851532,3.031783166184794,-1.0606985596024926e-16,7.616794075736924e-19,-1.7247126266437303e-18,0.44767423103113746,0.4794164202855362,0.44767423103113746,0.4802193761902003,0.5103556536352709,8.915475212838221e-17,0.0,0.0
Na2SnO3,5.5013000000000005,4.159717232932014,7.183086506286178,5.0570428148349675,4.159717232932014,12.332499471091554,-2.9396850197808465e-18,5.356967360111214e-17,0.599240709008964,0.3253748454571913,0.3898793429741117,0.3258430869798774,0.3288349572865529,0.5149599846559048,2.400393379310043e-17,4.341153532764368e-19,-0.009421869997886334
Na2TiGeO5,6.2748,2.0171443105590483,78.98352109526246,2.0171443105590483,2.017144310559048,232.9162746646693,-5.928941074022847e-18,1.175784267064345e-17,-1.4915439321978273e-17,2.5803499817054534,7.154709249540113,2.5803499817054534,2.5803499817054534,16.303427785209433,1.256596784555195e-19,-8.441222807730592e-18,4.797996251102799e-19
Na2TiSiO5,6.1271,1.724676148304944,74.52863505303019,1.724676148304963,1.724676148304963,220.13655286248064,-2.7246167707289805e-18,-2.96991916517337e-17,6.463607750081156e-18,2.2941460645157763,7.8613256463926975,2.294146064515777,2.2941460645157767,18.99568481014654,-2.528774358875218e-18,-6.05450334223507e-19,3.4524572607862577e-18
Na2WO4,8.3199,4.79360597225815,4.793605972258152,4.793605972258151,4.793605972258152,4.793605972258152,3.2634017111893565e-16,-4.522494861532953e-17,9.240480144807657e-18,6.587745811206185,6.587745811206186,6.587745811206187,6.587745811206185,6.587745811206185,1.640992828982211e-16,6.980042911871957e-17,1.4576460169035661e-16
Na2Zn(SiO3)2,8.0627,11.97563039612011,16.375622152285498,11.97563039612011,12.432481988370226,24.71875407236615,-1.4652379623068584e-16,-7.723517981649588e-17,3.666155252241406e-17,0.453809295926211,0.4802766235972012,0.5135335649928617,0.45380929592621105,0.4734870098725308,-1.8463968079797915e-17,4.442345421843645e-17,9.237530236086794e-17
Na2Zn2O3,3.9982,2.394087893651126,2.39931400263219,2.394087893651126,2.3940878936511263,2.4097662205943173,1.5879109351128695e-17,-5.819431681368105e-18,8.748719522439343e-18,0.2831350339994999,0.343721076832582,0.28313503399950013,0.2831350339995001,0.4648931624987458,-1.0465502141652868e-17,2.0418294715954132e-17,5.694287681518471e-18
Na2Zn2Si2O7,7.2707,2.2166024528161365,7.633608537336403,14.233986943332308,6.450236215860763,2.2166024528161365,1.1762585238429744e-17,1.7275023514340528e-16,7.594367265857728e-18,0.43130732664168814,0.4468475983849352,0.46218141005322066,0.4470540584598969,0.43130732664168814,-1.305451322516812e-19,-2.7686619758987825e-17,-1.4410294571144143e-19
Na2ZnGeO4,6.0138,4.693786529588042,8.13442804310081,8.753022434845654,8.47490594986905,7.1753557445877245,2.4347526845011923e-17,1.528766149491987e-17,3.17384228639494,0.3213273746607273,0.3592570211272323,0.40427763191194976,0.3213273746607273,0.35216605680901963,1.1799910075991949e-17,-7.950561594253334e-19,0.0015361784851359065
Na2ZnO2,4.3217,1.6531550421280772,2.8307159384891105,2.6312786034583193,3.5102957785755637,2.3505734334334485,7.299688509640005e-19,3.68043244161926e-19,-0.8259306027995441,0.29161306420867006,0.31403017481738466,0.33699988756193977,0.3134549266113791,0.29163571027883517,0.0,0.0,0.0010138210819617282
Na2ZnSiO4,7.136699999999999,2.7957435029532864,12.567195105808304,21.052140892042036,2.7957435029532873,13.853700922429596,3.845844743458125e-17,2.2393389606303236e-17,13.637903236501318,0.3605600416941836,0.3981847972481889,0.45883828699256274,0.3605600416941836,0.37515606305782034,-3.2312916554724113e-18,-3.397826552228107e-18,0.0005808783793133854
Na2ZrO3,7.2581999999999995,2.5912500531080527,4.022943180000739,4.813463856127359,4.652809381641353,2.602556302233507,-7.272680119673145e-17,7.244391757099074e-18,0.15850836844457025,0.9041737147694503,1.3109052734709987,0.9967107309182486,1.1660061131138004,1.7699989763809467,-2.3491453481426007e-17,1.3287402337560633e-17,-0.2830563304640624
Na3AgO2,2.9972000000000003,0.3874484768907235,1.3996836641117245,1.216928727387464,2.5946737228743566,0.38744854207335355,0.000990556268153631,0.00028538185202794003,0.00015329890049735142,0.5870091081992077,0.6787201614765568,0.5870247816449014,0.7619822092688422,0.6871534935159269,0.0009390120774841804,-0.0003888723644705514,-0.0010340461307884225
Na3AsO4,7.6113,12.751645317372965,20.495244239764464,12.993860867171362,35.74022653474906,12.751645317372963,-4.814674931632922e-18,6.958678467015456e-18,1.6538089704433799e-18,0.3759559894555713,0.3782973363473556,0.38048997265285067,0.37844604693364464,0.3759559894555713,2.666089033887262e-23,1.3171597318626785e-23,9.27916976660268e-46
