energies(eV),real_xx,real_yy,real_zz,real_xy,real_yz,real_xz,real_ave,imag_xx,imag_yy,imag_zz,imag_xy,imag_yz,imag_xz,imag_ave,absorption_xx,absorption_yy,absorption_zz,absorption_xy,absorption_yz,absorption_xz,absorption_ave,band_gap
0.1327,2.3898060021050367,2.414783996443864,2.413442678700693,0.008052720850907835,0.0542813528446061,0.017207413888612348,2.406010892416531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.146,2.3898704755580282,2.414849777875152,2.413509923167302,0.008053161381489145,0.05428646945171738,0.01720888782510947,2.406076725533494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1592,2.389940561319199,2.4149212853099007,2.4135830214287717,0.00805364014071089,0.0542920314749727,0.01721049006141256,2.406148289352624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1725,2.390017324802737,2.414999605729301,2.413663084769641,0.008054164373704138,0.05429812347237346,0.017212244952941536,2.4062266717672265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1858,2.3901002620820044,2.415084224935178,2.4137495876867887,0.008054730601782576,0.054304705459302244,0.01721414097816185,2.406311358234657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1991,2.3901893773075455,2.415175147109373,2.413842534598681,0.008055338814470337,0.05431177777269606,0.017216178230642337,2.4064023530052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2123,2.3902839353387666,2.4152716221518538,2.4139411588460793,0.00805598395526832,0.05431928207826446,0.01721833990308498,2.4064989054455665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2256,2.3903853736161635,2.4153751165844293,2.4140469597850913,0.008056675786972615,0.05432733246250643,0.017220658855008536,2.406602483328561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2389,2.390493004123512,2.415484928376441,2.4141592199248088,0.008057409566944451,0.05433587433231235,0.017223119356136213,2.406712384141587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2521,2.39060595327038,2.415600166169046,2.4142770282060337,0.00805817929246613,0.05434483836575518,0.01722570143400762,2.40682771588182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
